local;dia;bloque_30min;porcentaje_ventas
LLURIA;DOMINGO;22:00:00;0.00970659399775917
LLURIA;DOMINGO;22:30:00;0.00912937613374653
LLURIA;DOMINGO;23:00:00;0.00802415625306599
LLURIA;DOMINGO;23:30:00;0.00445181660506645
ICARIA;LUNES;0:00:00;0.00000000000000000
ICARIA;LUNES;0:30:00;0.00000000000000000
ICARIA;LUNES;1:00:00;0.00000000000000000
ICARIA;LUNES;1:30:00;0.00000000000000000
ICARIA;LUNES;2:00:00;0.00000000000000000
ICARIA;LUNES;2:30:00;0.00000000000000000
ICARIA;LUNES;3:00:00;0.00000000000000000
ICARIA;LUNES;3:30:00;0.00000000000000000
ICARIA;LUNES;4:00:00;0.00000000000000000
ICARIA;LUNES;4:30:00;0.00000000000000000
ICARIA;LUNES;5:00:00;0.00000000000000000
ICARIA;LUNES;5:30:00;0.00000000000000000
ICARIA;LUNES;6:00:00;0.00000000000000000
ICARIA;LUNES;6:30:00;0.00000000000000000
ICARIA;LUNES;7:00:00;0.00000000000000000
ICARIA;LUNES;7:30:00;0.00000000000000000
ICARIA;LUNES;8:00:00;0.00000000000000000
ICARIA;LUNES;8:30:00;0.00000000000000000
ICARIA;LUNES;9:00:00;0.00000000000000000
ICARIA;LUNES;9:30:00;0.00000000000000000
ICARIA;LUNES;10:00:00;0.00000000000000000
ICARIA;LUNES;10:30:00;0.00000000000000000
ICARIA;LUNES;11:00:00;0.00000000000000000
ICARIA;LUNES;11:30:00;0.00000000000000000
ICARIA;LUNES;12:00:00;0.00000000000000000
ICARIA;LUNES;12:30:00;0.00332033590465163
ICARIA;LUNES;13:00:00;0.00433851322360395
ICARIA;LUNES;13:30:00;0.00597216756606179
ICARIA;LUNES;14:00:00;0.00931839693497449
ICARIA;LUNES;14:30:00;0.01069837038119300
ICARIA;LUNES;15:00:00;0.00859826477490491
ICARIA;LUNES;15:30:00;0.00743869425759235
ICARIA;LUNES;16:00:00;0.00612361666395455
ICARIA;LUNES;16:30:00;0.00517981229454908
ICARIA;LUNES;17:00:00;0.00398534825109146
ICARIA;LUNES;17:30:00;0.00347278995645085
ICARIA;LUNES;18:00:00;0.00327859215472638
ICARIA;LUNES;18:30:00;0.00302023631468162
ICARIA;LUNES;19:00:00;0.00393697689375769
ICARIA;LUNES;19:30:00;0.00420325787663451
ICARIA;LUNES;20:00:00;0.00537418818937090
ICARIA;LUNES;20:30:00;0.00595940846773024
ICARIA;LUNES;21:00:00;0.00560195653994582
ICARIA;LUNES;21:30:00;0.00599655359946320
ICARIA;LUNES;22:00:00;0.00631942366402294
ICARIA;LUNES;22:30:00;0.00634370792994014
ICARIA;LUNES;23:00:00;0.00163374338900653
ICARIA;LUNES;23:30:00;0.00000000000000000
ICARIA;MARTES;0:00:00;0.00000000000000000
ICARIA;MARTES;0:30:00;0.00000000000000000
ICARIA;MARTES;1:00:00;0.00000000000000000
ICARIA;MARTES;1:30:00;0.00000000000000000
ICARIA;MARTES;2:00:00;0.00000000000000000
ICARIA;MARTES;2:30:00;0.00000000000000000
ICARIA;MARTES;3:00:00;0.00000000000000000
ICARIA;MARTES;3:30:00;0.00000000000000000
ICARIA;MARTES;4:00:00;0.00000000000000000
ICARIA;MARTES;4:30:00;0.00000000000000000
ICARIA;MARTES;5:00:00;0.00000000000000000
ICARIA;MARTES;5:30:00;0.00000000000000000
ICARIA;MARTES;6:00:00;0.00000000000000000
ICARIA;MARTES;6:30:00;0.00000000000000000
ICARIA;MARTES;7:00:00;0.00000000000000000
ICARIA;MARTES;7:30:00;0.00000000000000000
ICARIA;MARTES;8:00:00;0.00000000000000000
ICARIA;MARTES;8:30:00;0.00000000000000000
ICARIA;MARTES;9:00:00;0.00000000000000000
ICARIA;MARTES;9:30:00;0.00000000000000000
ICARIA;MARTES;10:00:00;0.00000000000000000
ICARIA;MARTES;10:30:00;0.00000000000000000
ICARIA;MARTES;11:00:00;0.00000000000000000
ICARIA;MARTES;11:30:00;0.00000000000000000
ICARIA;MARTES;12:00:00;0.00000000000000000
ICARIA;MARTES;12:30:00;0.00350599998927445
ICARIA;MARTES;13:00:00;0.00458111099365364
ICARIA;MARTES;13:30:00;0.00630611481001791
ICARIA;MARTES;14:00:00;0.00983945615511555
ICARIA;MARTES;14:30:00;0.01129659393471880
ICARIA;MARTES;15:00:00;0.00907905617813037
ICARIA;MARTES;15:30:00;0.00785464565521753
ICARIA;MARTES;16:00:00;0.00646603252642840
ICARIA;MARTES;16:30:00;0.00546945320312046
ICARIA;MARTES;17:00:00;0.00420819800370397
ICARIA;MARTES;17:30:00;0.00366697885385984
ICARIA;MARTES;18:00:00;0.00346192204324942
ICARIA;MARTES;18:30:00;0.00318911965263679
ICARIA;MARTES;19:00:00;0.00415712185262666
ICARIA;MARTES;19:30:00;0.00443829253834019
ICARIA;MARTES;20:00:00;0.00567469806530618
ICARIA;MARTES;20:30:00;0.00629264225787313
ICARIA;MARTES;21:00:00;0.00591520259786085
ICARIA;MARTES;21:30:00;0.00633186444357878
ICARIA;MARTES;22:00:00;0.00667278851734422
ICARIA;MARTES;22:30:00;0.00669843069286206
ICARIA;MARTES;23:00:00;0.00172509784215193
ICARIA;MARTES;23:30:00;0.00000000000000000
ICARIA;MIERCOLES;0:00:00;0.00000000000000000
ICARIA;MIERCOLES;0:30:00;0.00000000000000000
ICARIA;MIERCOLES;1:00:00;0.00000000000000000
ICARIA;MIERCOLES;1:30:00;0.00000000000000000
ICARIA;MIERCOLES;2:00:00;0.00000000000000000
ICARIA;MIERCOLES;2:30:00;0.00000000000000000
ICARIA;MIERCOLES;3:00:00;0.00000000000000000
ICARIA;MIERCOLES;3:30:00;0.00000000000000000
ICARIA;MIERCOLES;4:00:00;0.00000000000000000
ICARIA;MIERCOLES;4:30:00;0.00000000000000000
